	10 H91A	10 H91B	10 H91C	10 H91D	10 H91E	10 H91F	10 H91G	10 H94A	10 H94B	10 H94C	10 H94D	10 H94E	10 H94F	10 H94G	10 H95A	10 H95B	10 H95C	10 H95D	10 H95E	10 H95F	10 H95G	10 H96A	10 H96B	10 H96C	10 H96D	10 H96E	10 H96F	10 H96G	11 H91A	11 H91B	11 H91C	11 H91D	11 H91E	11 H91F	11 H91G	11 H94A	11 H94B	11 H94C	11 H94D	11 H94E	11 H94F	11 H94G	11 H95A	11 H95B	11 H95C	11 H95D	11 H95E	11 H95F	11 H96A	11 H96B	11 H96C	11 H96D	11 H96E	11 H96F	11 H96G	2 H91B	2 H91C	2 H91D	2 H91E	2 H91F	2 H91G	2 H94A	2 H94B	2 H94C	2 H94D	2 H94E	2 H94F	2 H94G	2 H96A	2 H96B	2 H96C	2 H96D	2 H96E	2 H96F	2 H96G	3 H91B	3 H91C	3 H91D	3 H91E	3 H91F	3 H91G	3 H94A	3 H94B	3 H94C	3 H94D	3 H94E	3 H94F	3 H94G	3 H96A	3 H96B	3 H96C	3 H96D	3 H96E	3 H96F	3 H96G	4 H91B	4 H91C	4 H91D	4 H91E	4 H91F	4 H91G	4 H94A	4 H94B	4 H94C	4 H94D	4 H94E	4 H94F	4 H94G	4 H96A	4 H96B	4 H96C	4 H96D	4 H96E	4 H96F	4 H96G	5 H91B	5 H91C	5 H91D	5 H91E	5 H91F	5 H91G	5 H94A	5 H94B	5 H94C	5 H94D	5 H94E	5 H94F	5 H94G	5 H96A	5 H96B	5 H96C	5 H96D	5 H96E	5 H96F	5 H96G	6 H91A	6 H91B	6 H91C	6 H91D	6 H91E	6 H91F	6 H91G	6 H94A	6 H94B	6 H94C	6 H94D	6 H94E	6 H94F	6 H94G	6 H96A	6 H96B	6 H96C	6 H96D	6 H96F	6 H96G	7 H91A	7 H91B	7 H91C	7 H91D	7 H91E	7 H91F	7 H91G	7 H94A	7 H94B	7 H94C	7 H94D	7 H94E	7 H94F	7 H95C	7 H96A	7 H96B	7 H96C	7 H96D	7 H96E	7 H96F	7 H96G	8 H91A	8 H91B	8 H91C	8 H91D	8 H91E	8 H91F	8 H91G	8 H94A	8 H94B	8 H94D	8 H94E	8 H94F	8 H94G	8 H95A	8 H95B	8 H95C	8 H95D	8 H95G	8 H96A	8 H96B	8 H96C	8 H96D	8 H96E	8 H96G	9 H91A	9 H91B	9 H91C	9 H91D	9 H91E	9 H91F	9 H91G	9 H94A	9 H94B	9 H94C	9 H94D	9 H94E	9 H94F	9 H94G	9 H95A	9 H95B	9 H95C	9 H95D	9 H95E	9 H95F	9 H95G	9 H96A	9 H96B	9 H96C	9 H96D	9 H96E	9 H96G
ABCF1	6.0033535792	12.3877581524	11.5149994023	8.6887179769	6.7939002136	9.013068734	6.748096524	4.2533318322	7.4804007408	13.2797295223	3.1158283085	11.8879778992	11.7290652632	8.3174621696	11.839968399	10.9217677083	12.4185105475	11.8206209848	8.7630699623	11.0894646088	10.2214845241	11.439558646	12.1797626142	11.5012593457	9.1113128273	1.7939002136	11.0203124064	11.864692023	9.3369320338	11.7194546534	11.9713197516	10.9089438637	11.8369274972	3.6012551356	5.7007908092	10.4873871711	11.4268954107	13.197178589	3.3788627143	9.0512880563	9.013068734	11.1169549739	12.0777102874	12.5381123345	12.5672260027	13.1794174544	10.2754046629	9.6587333025	3.7939002136	11.6212429178	11.7882536504	12.4404589237	12.4878227017	2.7939002136	0.7939002136	11.0953964086	12.6780707327	11.4777720822	11.7305381526	11.4934726669	12.3110774663	12.1947796499	12.0630268927	11.7733254089	8.3713290416	4.1158283085	3.3788627143	7.1337502165	11.2807352351	11.9812522868	11.4012305273	9.1067831689	10.1732785806	11.8134909419	9.2117527285	10.6503257422	9.7216781757	11.3900899697	12.3145188941	10.6962753281	11.9050358838	12.4507719392	12.5956085725	2.7939002136	11.8820259058	9.4873871711	2.7939002136	9.9837247725	11.930250555	8.4873871711	7.4663255555	10.0536434773	12.5072867285	12.6323162894	12.2650673473	10.9650770112	5.8813630548	10.0009145337	12.407689678	8.8760492549	11.8355593652	11.9625723317	4.3788627143	12.3228426286	10.3675474011	11.8700477416	13.3965990786	9.636250557	12.3670739983	10.9321720137	11.7495501211	6.7007908092	12.8909447129	11.9917312116	12.2548679761	10.6076814048	10.9089438637	2.3788627143	9.2574245868	11.647209769	9.3826148492	11.7917853414	12.1640426931	2.7939002136	11.6688815612	3.6012551356	10.2957373985	8.2032911497	11.2128069448	11.4995326009	3.1158283085	6.8162680266	8.2937461007	9.1470470391	11.0142785413	8.8866573545	11.2997117675	11.2847510903	8.4873871711	4.1158283085	12.0793024324	8.5353672	12.0045715574	11.5891281796	12.6232265494	10.3311186141	0.7939002136	9.3788627143	10.0082193344	11.3722729049	9.5719773431	1.7939002136	8.843748763	3.1158283085	10.8231874405	11.4476409923	11.7075376416	10.4341451498	11.2807352351	9.0559950589	4.3788627143	3.6012551356	11.6518812087	11.8266347422	10.5098622038	8.6642649332	7.1158283085	2.3788627143	7.1441601296	11.6518812087	12.4040022766	8.7187127172	8.748096524	1.7939002136	1.7939002136	11.6856839168	7.4521116963	11.7903737023	11.2746904147	5.3174621696	8.5353672	8.0033535792	10.1514522182	12.6216398624	11.8471473395	3.1158283085	8.4449519047	3.6012551356	8.5948001135	7.4933096933	9.5688263301	8.9661618277	9.0872330615	3.011157255	12.7783186724	12.7786746736	8.5620845383	9.6393902645	3.963825215	2.7939002136	10.2736804776	11.4547874839	12.3566196406	6.9837247725	11.1732785806	5.4377564033	10.2533318322	10.6378212649	11.669649565	10.4086100577	2.7939002136	8.0700246188	9.5752599271	0.7939002136	12.09835644	11.9698004047	9.2793197129	3.2741916608	8.8071251424	11.1093947115	11.8186046392	3.7939002136	8.5752599271	11.2777159908	11.4663255555	8.0885209625	7.1337502165
ALAS1	2.5589503438	11.1045584059	10.0481293058	8.4658409394	2.5589503438	4.6744275612	3.9739878431	3.5589503438	3.9739878431	9.8163381865	4.1439128445	9.5813181568	10.5053693036	3.9739878431	10.0951831321	4.2950588758	10.5131921979	9.9514193246	2.9731307809	9.1957100081	7.0313231902	9.0400770335	10.5438434514	9.6709553693	7.5438434514	2.5589503438	7.4169313389	10.2709040499	7.6882333607	7.8443525626	9.0400770335	6.2593900619	8.2868707983	3.295915938	7.5438434514	7.2777685912	8.3833787792	9.3748672793	3.295915938	1.9739878431	4.1439128445	9.318283751	9.5827331312	9.4771229432	8.7202366549	9.8703097213	8.5996069497	7.2177363144	3.295915938	3.9739878431	9.7781188642	9.7421721678	9.6069830402	3.9739878431	6.9281841535	9.6428728273	10.4023480158	9.1834412087	8.2028065336	9.1687446975	10.042766121	9.6393237602	9.6428728273	9.7684037094	3.5589503438	2.9739878431	3.7813427651	6.1834412087	9.0614506843	9.3620051284	9.9310898846	3.7813427651	9.0238363925	9.3533662101	6.7813427651	9.8535710927	7.4975497991	9.3576921355	9.5776141881	9.7487749027	7.9739878431	9.0400770335	10.3812556073	3.7813427651	9.8928510803	5.6178440328	4.6744275612	9.8257368845	9.268608592	8.8443525626	3.7813427651	8.6604883702	10.0129068324	9.6744275612	9.8412665828	8.8381739877	3.7813427651	6.9739878431	9.0074108446	7.7421721678	10.3004173302	9.774887743	3.7813427651	9.3705926242	8.9223550746	9.555188425	10.7989465836	4.4334194617	9.4936240959	8.8868771793	9.8131916312	4.295915938	9.8868771793	9.5324085563	8.9281841535	3.295915938	9.3960526092	2.9739878431	1.9739878431	10.8272973985	3.5589503438	8.6604883702	9.4896876813	5.6744275612	8.8808784387	6.10327086	4.6744275612	3.5589503438	9.6604883702	8.1439128445	3.5589503438	2.5589503438	6.1834412087	7.7019082976	8.8257368845	8.4169313389	8.8381739877	4.4334194617	8.2123925824	0.9739878431	9.5776141881	3.5589503438	9.3576921355	9.6882333607	10.9935785714	7.4169313389	2.5589503438	7.8688056064	8.2868707983	8.9907961308	8.0292702786	2.5589503438	6.295915938	3.5589503438	9.0238363925	10.0454502056	9.2407743838	7.3833787792	4.295915938	8.3833787792	3.7813427651	2.5589503438	9.3791293062	9.8100381981	6.10327086	7.9512677666	2.5589503438	4.295915938	4.673570499	9.1288059521	10.3533662101	3.295915938	3.5589503438	3.5589503438	7.9739878431	10.4169313389	7.2593900619	9.6950870318	10.2846006247	4.295915938	3.7813427651	7.2777685912	8.3138378459	8.7019082976	8.8131916312	4.1439128445	4.1439128445	3.9739878431	3.5589503438	7.7732550372	8.1506221185	3.780485703	3.780485703	2.5580932816	10.1084141633	10.1288059521	6.5285766947	7.5589503438	3.7813427651	6.8566308924	7.5285766947	8.0929289158	10.4190026889	3.7813427651	7.4658409394	8.5589503438	4.7813427651	7.6178440328	9.1736601879	9.3315398477	3.5589503438	7.3490272744	7.1834412087	4.4334194617	9.266099336	8.8807013271	7.3827955607	3.780485703	7.6162856909	7.1957100081	4.9731307809	3.9739878431	8.2407743838	9.158863186	9.2407743838	8.6321993258	4.1439128445
ANLN	5.9671189771	9.5600742686	9.0260126662	8.6895850016	6.8675833036	5.9671189771	8.126317572	5.2301533829	9.4177803861	11.0489130683	6.3821564764	10.0714556369	10.4396067486	7.0602283815	10.5000231718	9.3017970615	9.8755323068	9.9052796502	6.5194682625	10.1171182934	9.733513302	10.6786138838	11.9835558669	11.1739705475	6.5196600001	7.1895113984	8.3456306004	10.3128938139	8.1476912227	9.4525458043	8.8804073439	8.3640091297	8.6895850016	7.8675833036	8.7881488361	8.5359618125	10.8448632271	9.9428714309	8.037508305	8.2500529404	8.3270149222	10.2150464905	10.9126216256	6.6799329346	11.4043119722	12.0437865553	8.630419809	4.7539335161	9.0260126662	9.8675833036	10.5237527548	10.8250999722	11.4265505957	8.1895113984	5.7606680996	9.8350154411	10.5031718773	8.7184398642	9.4352678128	10.2549852359	10.2549852359	10.6712531788	8.6601412237	11.3199716452	8.7326537235	7.5520814778	7.0602283815	8.3821564764	9.0825961945	10.6224708057	11.3548491304	8.9428714309	7.7606680996	10.9088513219	11.2672427017	8.8284127063	8.6148172332	7.4525458043	8.3081558949	8.4000783844	9.209975501	11.0403679591	11.2647995257	7.4864931362	10.6932235786	10.4000783844	9.0027428868	9.4000783844	10.633875569	9.3821564764	8.9550461448	9.443932674	12.5798646343	11.0085956131	12.6061581506	9.037508305	9.5680230217	8.7467289087	7.6148172332	7.1476912227	10.4948566091	11.0517502276	8.9790916188	11.1450367693	8.4696193176	9.279396902	10.5759282198	7.3456306004	11.5420278132	9.4265505957	11.2574450746	7.8675833036	10.1209243132	11.9610951895	12.5134990155	9.7184398642	8.037508305	8.7184398642	5.6451908822	9.8546442478	8.9182093766	9.9305931011	10.8217796139	8.4525458043	9.8804073439	4.8675833036	8.9057184324	4.8675833036	10.8084212311	7.4525458043	7.5520814778	6.6451908822	7.8931183957	6.5196600001	10.5520814778	7.7606680996	7.7881488361	7.8675833036	7.1895113984	7.4864931362	8.0144246919	8.4352678128	10.1529855224	8.5196600001	9.7813275702	8.3456306004	7.5196600001	9.6376572095	8.6300839898	9.753715339	10.289047072	7.0144246919	9.2599007263	5.7606680996	9.7326537235	9.5196600001	8.2500529404	6.3081558949	6.8151158837	6.1476912227	8.1046225009	7.2696817471	10.0144246919	10.1046225009	9.4089565357	7.5196600001	6.0602283815	8.5520814778	7.7168345608	10.9671189771	8.9182093766	7.1476912227	5.6451908822	6.7040845713	6.0602283815	9.8675833036	7.1046225009	8.1895113984	4.0602283815	8.4696193176	7.7040845713	7.1046225009	8.7040845713	10.8151158837	10.1476912227	7.1895113984	9.0144246919	8.6148172332	4.8675833036	8.8604254145	10.0653568657	5.6019304226	7.7168345608	5.2393603433	7.2301533829	11.4801885593	6.0602283815	9.2500529404	7.3821564764	7.3456306004	8.037508305	9.0144246919	8.8284127063	7.7881488361	8.3081558949	6.4525458043	5.9671189771	7.3821564764	8.7606680996	10.8899511166	4.3821564764	6.1476912227	7.4525458043	7.1476912227	10.3512657378	11.6459209025	7.9910095243	7.5000231718	7.1974604017	9.7500014248	9.4604948076	7.4177803861	8.6148172332	8.841588095	10.1316907441	9.0825961945	4.0602283815
ARL6IP1	8.2483868601	13.5137718754	12.9788490613	9.1507760634	9.3045813995	11.8754263352	7.0918823744	3.3142747957	3.3142747957	14.1385516796	3.0918823744	14.527465828	13.6049519566	9.2651430884	13.8148315431	10.6866630068	15.6717906322	12.8316164624	11.2002610562	13.1117614236	13.1889995071	13.6421481812	14.3384250587	14.9125932059	8.8862982407	2.8288479685	13.4070319366	14.1376420358	10.7053649151	11.6419878194	12.1040413024	11.9008465493	12.3342625779	4.0918823744	10.0304818297	10.956068519	12.7998166291	13.6070894048	3.0918823744	2.0918823744	2.8288479685	13.4147494182	13.9318027029	12.6956863874	14.4970981701	14.8519386486	11.5991131277	12.0024507769	3.8288479685	14.7149255534	13.8108432864	13.5118425522	14.4211181161	1.5069198737	9.0729739118	12.4138104693	13.1907917423	13.0497099352	11.0928213234	11.3029594825	13.4298758656	13.685895885	13.4795407357	15.6567463646	9.057666659	2.8288479685	4.8288479685	10.7957859478	12.6232638349	13.5163986195	14.3998420973	2.5069198737	12.3865031233	15.0571255469	14.3509390374	12.9331846284	10.7934776353	11.389562923	13.0380576151	12.2458565553	13.1147125156	13.6437508198	14.8359453355	3.6768448751	13.262016084	13.1507760634	3.6768448751	13.0744006748	14.3807484485	13.0292561946	7.3649008688	11.8528794701	15.2108234471	14.6652139773	15.4482426372	13.1464866923	3.3142747957	12.0087570586	13.2322861316	11.522334926	13.2806772458	15.4093420973	3.6768448751	12.8206532239	11.8311004203	13.5497762117	14.0295014049	10.36645466	14.5394822327	15.4154532292	14.4898243464	11.6342694147	14.0692815634	14.2898157311	15.7335202187	9.3174915084	11.8506607921	4.6768448751	9.2618073758	12.7548473871	10.1793452156	13.437472428	14.775754243	5.0304818297	13.8351740471	9.1326287167	10.0672527079	10.2584639327	14.5653344633	12.8520478656	9.446499088	3.0918823744	9.8152589038	9.9120613368	13.5947141784	9.8927822743	13.1791241976	13.4435578127	9.2651430884	2.0918823744	13.3148784759	7.0147145139	13.9923718592	13.1112414375	14.0610290262	11.5533618217	2.5069198737	11.1766907622	12.9573579061	13.7474130975	13.4802584945	8.3461236618	10.057666659	9.9289846398	12.4231725725	12.45236371	11.7572182916	9.2882795872	9.1216297178	9.8534336068	3.3142747957	8.5125444229	12.6585707036	13.1259935205	13.7552922286	12.416437988	10.0634259283	3.3142747957	11.0908675749	14.5760339354	13.4551045665	9.7830442789	10.7946322532	2.0918823744	10.0881204556	13.2525941977	10.1012444776	13.355738394	11.0304818297	9.3803639862	9.5540437858	8.6515781165	11.6648983236	15.5172731392	13.7907317085	9.9268800515	12.9498633695	12.344153574	10.3366426087	9.3977751737	12.7393044865	10.5737365648	3.0658506539	9.8621475336	13.3402053092	14.4445695526	12.0600691493	11.6141369493	2.8288479685	10.3318786142	11.4100485505	12.550630737	13.2736558132	8.7405395504	11.4719826304	9.7090436975	9.4640219152	12.7381410544	12.449434379	14.4560170294	9.0460786848	11.1731438765	10.9977707504	2.5069198737	13.6011462644	15.5534048987	11.8253054504	4.0658506539	10.7197032685	12.884780907	12.4836359103	2.8288479685	9.7969387206	12.7815892157	12.3621777009	12.4795407357	11.4618431657
ATF2	3.6237484483	8.8525671388	9.6424122925	2.6237484483	3.0387859475	2.0387859475	2.6237484483	3.8461408696	3.0387859475	10.6571714498	3.3607140424	3.8461408696	7.4311033703	2.0387859475	7.4660906131	5.9989646027	5.9115017614	8.3152239475	2.5027493068	7.0680062471	1.9177868061	7.188533067	8.2186950376	7.8461408696	2.0387859475	3.0387859475	3.3607140424	9.2236612905	5.9929822579	7.4138253789	8.7252864747	8.6754105681	6.3963379522	3.0387859475	3.0387859475	4.208710949	7.6826421373	9.0444104967	2.6237484483	1.0387859475	2.6237484483	3.3607140424	8.0476384494	7.5553579512	8.2572765983	7.8501012168	3.9177868061	8.0612488809	2.0387859475	6.208710949	7.8461408696	7.6826421373	10.1102483101	2.6237484483	3.6237484483	7.6086415559	7.016065871	6.208710949	3.6237484483	3.3607140424	8.4396653838	7.267604638	8.6898376387	4.8461408696	7.4650507022	2.0387859475	3.3607140424	3.8461408696	5.6237484483	8.0274706343	2.0387859475	3.0387859475	3.0387859475	3.0387859475	6.6237484483	8.5856804074	8.8525671388	2.6237484483	10.1182707314	5.5623479036	7.4311033703	7.9214289969	9.6162147756	2.6237484483	9.281959931	7.5933747992	2.0387859475	9.4007297213	6.3607140424	3.8461408696	3.0387859475	2.0387859475	7.7112112895	7.5306390439	8.890534989	7.9091506671	3.3607140424	2.6237484483	9.6534957917	7.286713461	5.6826421373	3.3607140424	3.0387859475	7.8332018139	3.8461408696	8.104875138	9.4268032329	3.6237484483	7.2482393132	7.5306390439	7.4138253789	7.104875138	6.0387859475	8.1262487888	6.6237484483	3.0387859475	3.3607140424	2.6237484483	2.0387859475	7.3055724882	2.6237484483	5.8967669427	10.4566384624	2.6237484483	8.4650507022	1.0387859475	3.3607140424	2.6237484483	8.1473104043	6.0831800669	1.0387859475	3.3607140424	3.0387859475	1.0387859475	5.6237484483	4.0387859475	7.5623479036	2.0387859475	2.6237484483	1.0387859475	8.8266885069	3.0387859475	5.7392256657	7.5465805877	4.208710949	1.0387859475	2.0387859475	2.6237484483	6.286713461	7.4311033703	9.6717811447	2.6237484483	2.0387859475	1.0387859475	6.5306390439	6.286713461	7.0831800669	3.0387859475	2.6237484483	2.6237484483	2.6237484483	2.0387859475	8.3334066964	7.8461408696	2.6237484483	2.6237484483	1.0387859475	3.6237484483	1.9177868061	6.4982175662	4.0387859475	1.0387859475	7.9695232851	3.0387859475	2.0387859475	7.286713461	2.0387859475	3.0387859475	7.6681425676	6.1680689645	3.0387859475	3.6237484483	3.3607140424	6.6237484483	7.5465805877	2.0387859475	2.0387859475	1.0387859475	1.0387859475	2.9177868061	7.1467182231	8.2274060687	2.5027493068	1.9177868061	7.3241881664	8.6386987897	1.0387859475	2.6237484483	2.6237484483	1.0387859475	4.7392256657	8.3697028257	6.6237484483	1.0387859475	2.6237484483	2.6237484483	2.0387859475	3.0387859475	5.5623479036	3.8461408696	3.3607140424	3.0387859475	3.3607140424	2.0387859475	5.5744667742	9.1144418201	2.5027493068	2.9177868061	2.5027493068	3.239714901	7.6663892636	1.0387859475	3.3607140424	8.6754105681	8.0722089491	2.6237484483	2.6237484483
BCL6	2.830613872	11.4672384925	8.4453237161	3.4155763727	5.2900454906	1.830613872	3.830613872	4.1525419669	2.830613872	10.7906158041	3.4155763727	2.830613872	10.9417495422	3.830613872	8.2533080069	11.6250966163	8.2373664631	4.5652612297	4.0798344025	7.2690753228	3.7579063076	7.4744700618	10.1525419669	8.0785413854	8.2568786267	2.830613872	1.830613872	4.4155763727	1.830613872	4.4155763727	10.3463137103	3.830613872	1.830613872	4.4155763727	3.4155763727	10.5720808584	10.4268036281	9.7906158041	3.4155763727	2.830613872	4.6379687941	10.7760577084	3.3428688083	10.60038175	8.4179387087	4.927831309	2.7579063076	3.7579063076	1.830613872	3.830613872	9.2484663869	7.4453237161	3.4155763727	2.830613872	6.9598968889	10.2694057246	3.830613872	4.6379687941	4.6379687941	9.7375044676	10.4305267142	8.2900454906	10.5551277251	9.9127629134	3.4155763727	2.830613872	3.4155763727	7.4453237161	4.4155763727	3.830613872	8.8192985588	2.830613872	8.5448593897	9.7963981567	7.4453237161	4.4155763727	3.830613872	3.4155763727	3.830613872	3.830613872	3.4155763727	10.7344957177	11.434240217	3.830613872	9.1434968273	3.830613872	4.1525419669	9.2056533033	8.4453237161	2.830613872	3.830613872	4.1525419669	8.4888253548	11.7375044676	9.1252346209	2.830613872	3.4155763727	9.4004694803	3.4155763727	2.830613872	11.5482902951	10.2652420996	4.4155763727	3.4155763727	8.7613512096	3.4155763727	4.4155763727	2.830613872	4.4155763727	8.9701652244	3.830613872	4.1525419669	8.3224669683	2.830613872	11.1343946202	4.1525419669	3.830613872	3.4155763727	1.830613872	1.830613872	4.1525419669	3.830613872	4.830613872	3.830613872	10.9180767133	1.830613872	4.1525419669	2.830613872	4.1525419669	2.830613872	3.4155763727	2.830613872	1.830613872	4.1525419669	10.7554263756	2.830613872	11.5171143992	3.4155763727	4.1525419669	3.830613872	2.830613872	3.830613872	8.3384085122	4.1525419669	9.4230709093	5.9180767133	3.4155763727	4.4155763727	1.830613872	9.8249673089	2.830613872	1.830613872	2.830613872	8.9598968889	9.3304597591	9.6885948671	1.830613872	3.830613872	3.4155763727	1.830613872	3.830613872	2.830613872	7.2229312948	8.7494771093	8.1704638749	4.1525419669	2.830613872	4.4155763727	2.7579063076	3.4155763727	10.3144296493	2.830613872	3.4155763727	1.830613872	2.830613872	9.1160160909	5.4155763727	10.1020768999	3.830613872	3.830613872	4.6379687941	10.6086910015	2.830613872	8.0785413854	3.4155763727	3.4155763727	3.830613872	3.830613872	1.830613872	4.7579063076	3.3428688083	3.3428688083	4.0798344025	3.7579063076	7.7848101824	10.6698176601	3.4155763727	4.1525419669	2.830613872	2.830613872	9.5448593897	9.3619953325	3.4155763727	2.830613872	4.4155763727	2.830613872	4.4155763727	3.830613872	9.6250297384	1.830613872	3.4155763727	3.4155763727	3.4155763727	3.830613872	6.6524039623	3.7579063076	3.3428688083	4.0798344025	9.1967244786	6.9934408802	10.2131189168	3.4155763727	4.1525419669	3.4155763727	8.3697726831	9.3619953325	2.830613872
BIRC5	9.7059949971	10.9316551323	11.5866960687	11.5056963466	10.3821573122	9.3725712634	11.6983414246	8.5700173276	11.2259016142	13.3168050306	10.8197096058	12.636607193	13.0110313126	10.3532059385	12.9663635579	9.2997074988	12.7821674601	11.7764447432	8.2868834584	12.5815042073	12.6730538969	12.9201856053	13.0588850218	13.7445946873	4.4656806678	9.3532059385	12.258796223	11.758462417	9.7510828866	11.814408822	11.4991036693	11.2444149119	11.0596319517	10.1037545049	11.2017442956	10.7876087626	12.5990797932	11.6712295789	10.5825444255	10.3335771318	8.2934996924	11.7839975091	13.1377400191	11.1484135206	13.1287847139	13.8260422695	10.9183203889	11.8804079726	11.0233358225	11.4152156008	12.058137705	12.7501577856	13.0994024804	11.6848491882	4.4656806678	12.8381104601	13.1465675885	10.6751340334	11.0950372878	12.2351879592	12.9900264842	12.4780258582	10.77674777	14.1213902633	10.4968993984	8.8019640556	9.9639315353	9.64359846	11.1633433012	12.0263956222	12.9201856053	9.5949636847	9.8852195593	13.946268938	11.5742051245	8.8579980905	10.1267461476	10.7436654151	10.9251122864	10.447533321	11.2756095335	12.6103389106	12.7812831244	10.2574947389	12.1840422939	11.8631413938	10.452091603	12.0048394789	12.8337505443	11.2338649925	10.7694614159	11.6295818816	13.3372779334	12.7079020629	13.7249531548	11.1465675885	11.3532059385	10.64359846	10.7249531548	10.5783808005	11.868266426	14.1782076682	11.0202695194	12.4279983227	8.898640075	12.6848491882	12.6204987768	9.5013045775	12.6848491882	12.565817339	12.9583350388	10.9923755133	12.942224374	13.3659437113	13.9750598167	9.851111705	10.565817339	10.6867843931	7.6983414246	12.0431094958	10.6154277873	12.2704570457	13.3934586298	11.190876485	12.4117096573	7.6031841915	9.7287150736	4.4656806678	13.6555052266	9.4198769781	9.2730355898	8.773109193	9.474669451	9.6751340334	12.4395215073	10.4968993984	10.0626158101	11.9316551323	9.4291547917	9.64359846	11.0324958218	10.6633888257	12.6042084692	11.673183127	12.3617102707	10.1152961268	10.773109193	9.7510828866	11.5100747871	12.8381104601	11.682911384	8.2934996924	9.5360699957	4.4656806678	10.7362096101	11.866560104	10.6712295789	10.5783808005	8.4656806678	10.1493771221	4.1437525729	8.1661203859	12.2768947853	11.9053038053	12.1381060097	9.4105391136	7.1437525729	9.758462417	10.1088851564	13.2398088121	11.835496092	7.2730355898	10.0744899104	8.5700173276	8.2098417633	12.0551445607	11.4452487679	11.8545590066	12.3665474757	11.2704570457	9.6751340334	9.2098417633	10.1936011223	13.8648517616	13.3055143162	10.9019757876	9.9575337641	10.868266426	10.6712295789	10.9753835632	12.1782332031	7.8014566312	10.7463150771	8.5239226557	10.7803771934	12.5111673241	9.9639315353	9.2098417633	7.8716730274	9.4198769781	10.4105391136	9.5949636847	11.2152149354	8.4836025758	11.5616050878	9.6275683501	10.9185396325	9.2730355898	11.9876736242	12.3976000579	4.7287150736	10.2470403813	10.6031841915	8.3916800863	12.8545679677	13.9902927043	10.2142381566	10.8632328288	11.1590086359	10.1305802275	11.1233847261	10.5317698582	10.3385094273	9.8579980905	11.9923755133	9.6275683501	9.3629210933
BMP1	8.5043040253	11.1327380291	11.6609791734	7.9554107793	2.2005232771	7.7240852332	2.7854857778	3.522451372	8.3804323671	10.747417737	2.2005232771	11.0444443284	11.794847881	2.7854857778	11.3668527946	11.833252098	7.680218876	11.02666929	3.1865047444	9.5806832024	7.7074403447	11.6288834498	9.2558057126	10.4673098178	6.485925496	2.7854857778	10.4413146093	11.2706442216	9.2339462786	10.8711795262	12.3528081194	10.7280002832	10.2033382927	7.522451372	7.8152331212	7.2005232771	9.9851581227	9.3603946139	7.6923763734	7.6099142132	4.0078781992	11.6403541611	11.4026849004	11.8130307044	10.9715979075	10.8863262137	6.1754267239	2.7714672451	2.7854857778	11.7665773153	9.9884258365	9.4484507905	10.471986305	4.2005232771	2.7854857778	10.4148423979	11.3064317857	9.7512700625	10.0207022395	9.8800033766	9.7240852332	11.2159383295	10.5179358909	6.9284437317	7.5755627084	5.0078781992	3.522451372	6.8443794669	9.8729486191	11.7043490151	10.6640476504	5.2879861184	8.8658591943	10.4075375973	10.9301440207	9.9949391435	6.6599548957	5.6599548957	10.5269527642	10.2800080609	11.5291982044	11.3310938399	11.197702758	4.7854857778	10.3349495973	11.4614428108	7.6599548957	11.3540753088	9.1312606147	7.9009629952	10.2639183584	7.329806294	7.0831663265	10.001423177	11.4221103984	10.9284437317	4.522451372	8.7162231154	11.190627241	8.4579111198	9.7162231154	10.9386155367	4.2005232771	10.7260440862	3.7854857778	9.4001956219	12.0877438926	7.6267880318	11.9284437317	9.998184803	11.4472638756	7.6599548957	9.001423177	10.6701650943	9.9044268505	3.522451372	7.9009629952	4.3704482785	7.5580752817	10.8189087794	5.3704482785	10.8694082614	9.781723859	5.522451372	10.2366968897	1.2005232771	3.2005232771	2.7854857778	10.9965628859	7.2879861184	8.8870238043	9.194876714	4.2005232771	9.2558057126	10.706334831	10.696378304	10.2033382927	11.1488905087	4.522451372	9.2117505325	11.1518079921	3.522451372	12.182090559	10.2530913279	7.7083179173	7.9554107793	3.522451372	8.4099766427	3.2005232771	11.0207022395	9.2394422664	2.7854857778	8.2117505325	3.2005232771	7.8729486191	11.0030396422	11.6372348192	8.0585042722	11.2270467196	8.0078781992	2.7854857778	5.1074138727	10.4269354699	9.7003691642	9.2228910901	3.2005232771	1.2005232771	2.7854857778	2.7714672451	8.4001956219	10.5842275696	2.2005232771	2.7854857778	2.7854857778	3.522451372	11.5766486664	10.0078781992	12.3735757349	3.7854857778	5.3704482785	3.522451372	4.2005232771	3.7854857778	11.4160562768	10.7083179173	4.2005232771	7.6599548957	3.2005232771	4.3704482785	9.2968902364	4.6459363631	2.7714672451	3.5084328393	3.1865047444	9.6843390544	11.2866595021	2.2005232771	8.5580752817	4.2005232771	2.2005232771	11.4743188763	10.4293419676	11.6823227088	4.2005232771	8.7854857778	8.1074138727	3.2005232771	11.0647094218	8.6681288272	9.9419902635	2.2005232771	4.0078781992	4.6599548957	4.2005232771	11.2292425587	5.1865047444	3.1865047444	3.5084328393	3.7714672451	8.5051321694	10.1233202937	3.522451372	3.7854857778	10.6883633109	11.2800080609	3.7854857778	3.522451372
