	10 H91A	10 H91B	10 H91C	10 H91D	10 H91E	10 H91F	10 H91G	10 H94A	10 H94B	10 H94C	10 H94D	10 H94E	10 H94F	10 H94G	10 H95A	10 H95B	10 H95C	10 H95D	10 H95E	10 H95F	10 H95G	10 H96A	10 H96B	10 H96C	10 H96D	10 H96E	10 H96F	10 H96G	11 H91A	11 H91B	11 H91C	11 H91D	11 H91E	11 H91F	11 H91G	11 H94A	11 H94B	11 H94C	11 H94D	11 H94E	11 H94F	11 H94G	11 H95A	11 H95B	11 H95C	11 H95D	11 H95E	11 H95F	11 H96A	11 H96B	11 H96C	11 H96D	11 H96E	11 H96F	11 H96G	2 H91B	2 H91C	2 H91D	2 H91E	2 H91F	2 H91G	2 H94A	2 H94B	2 H94C	2 H94D	2 H94E	2 H94F	2 H94G	2 H96A	2 H96B	2 H96C	2 H96D	2 H96E	2 H96F	2 H96G	3 H91B	3 H91C	3 H91D	3 H91E	3 H91F	3 H91G	3 H94A	3 H94B	3 H94C	3 H94D	3 H94E	3 H94F	3 H94G	3 H96A	3 H96B	3 H96C	3 H96D	3 H96E	3 H96F	3 H96G	4 H91B	4 H91C	4 H91D	4 H91E	4 H91F	4 H91G	4 H94A	4 H94B	4 H94C	4 H94D	4 H94E	4 H94F	4 H94G	4 H96A	4 H96B	4 H96C	4 H96D	4 H96E	4 H96F	4 H96G	5 H91B	5 H91C	5 H91D	5 H91E	5 H91F	5 H91G	5 H94A	5 H94B	5 H94C	5 H94D	5 H94E	5 H94F	5 H94G	5 H96A	5 H96B	5 H96C	5 H96D	5 H96E	5 H96F	5 H96G	6 H91A	6 H91B	6 H91C	6 H91D	6 H91E	6 H91F	6 H91G	6 H94A	6 H94B	6 H94C	6 H94D	6 H94E	6 H94F	6 H94G	6 H96A	6 H96B	6 H96C	6 H96D	6 H96F	6 H96G	7 H91A	7 H91B	7 H91C	7 H91D	7 H91E	7 H91F	7 H91G	7 H94A	7 H94B	7 H94C	7 H94D	7 H94E	7 H94F	7 H95C	7 H96A	7 H96B	7 H96C	7 H96D	7 H96E	7 H96F	7 H96G	8 H91A	8 H91B	8 H91C	8 H91D	8 H91E	8 H91F	8 H91G	8 H94A	8 H94B	8 H94D	8 H94E	8 H94F	8 H94G	8 H95A	8 H95B	8 H95C	8 H95D	8 H95G	8 H96A	8 H96B	8 H96C	8 H96D	8 H96E	8 H96G	9 H91A	9 H91B	9 H91C	9 H91D	9 H91E	9 H91F	9 H91G	9 H94A	9 H94B	9 H94C	9 H94D	9 H94E	9 H94F	9 H94G	9 H95A	9 H95B	9 H95C	9 H95D	9 H95E	9 H95F	9 H95G	9 H96A	9 H96B	9 H96C	9 H96D	9 H96E	9 H96G
phase	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	g0/g1	s	s	s	s	s	s	s	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m	g2/m
